ExhibitionID,ExhibitionNumber,ExhibitionLabelvalue,datedebutvalue,annee_expo,datefinvalue,ExhibitionURL,Exhibitionvalue
4432.0,912,Atget,01/12/1969,1969,24/03/1970,moma.org/calendar/exhibitions/2701,Q110891540
2860.0,913,Recent Acquisitions IV,01/11/1969,1969,23/03/1970,moma.org/calendar/exhibitions/1982,Q110891536
4431.0,914,Untitled Exhibition,05/12/1969,1969,22/03/1970,moma.org/calendar/exhibitions/2700,Q110891541
4430.0,915,The Graphic Constructions of Josef Albers,08/12/1969,1969,24/02/1970,moma.org/calendar/exhibitions/2699,Q110891542
2765.0,916,A Salute to Alexander Calder,18/12/1969,1969,15/02/1970,moma.org/calendar/exhibitions/1931,Q110891543
3240.0,917a,American Drawings and Watercolors: A Selection from the Collection,24/12/1969,1969,01/03/1970,moma.org/calendar/exhibitions/2097,Q110891544
4429.0,917b,Spaces,30/12/1969,1969,01/03/1970,moma.org/calendar/exhibitions/2698,Q110891546
4428.0,918,Sherman's Campaign: Photographs by George N. Barnard,27/01/1970,1970,13/04/1970,moma.org/calendar/exhibitions/2697,Q110891547
2685.0,919,"Mrs. Simon Guggenheim, 1877–1970: In Memoriam",25/02/1970,1970,17/03/1970,moma.org/calendar/exhibitions/1897,Q110891548
4427.0,920,Joan Miró: Fifty Recent Prints,09/03/1970,1970,11/05/1970,moma.org/calendar/exhibitions/2696,Q110891549
150.0,921,Hector Guimard,10/03/1970,1970,10/05/1970,moma.org/calendar/exhibitions/1788,Q110891550
2793.0,922,Frank Stella,24/03/1970,1970,02/06/1970,moma.org/calendar/exhibitions/1945,Q110891551
2865.0,923,"Mark Rothko, 1903–1970",26/03/1970,1970,31/05/1970,moma.org/calendar/exhibitions/1987,Q110891552
4426.0,924,"The Japanese Film, 1896–1969",04/04/1970,1970,06/10/1970,moma.org/calendar/exhibitions/2695,Q110891553
4425.0,925,Photography Into Sculpture,08/04/1970,1970,05/07/1970,moma.org/calendar/exhibitions/2694,Q110891554
29.0,926,Theo Van Doesburg: The Development of an Architect,10/04/1970,1970,07/06/1970,moma.org/calendar/exhibitions/1779,Q110891555
4417.0,927,Photography: New Acquisitions,16/04/1970,1970,05/07/1970,moma.org/calendar/exhibitions/2693,Q110891556
1306.0,928a,"Pop Art Prints, Drawings, and Multiples",23/05/1970,1970,31/08/1970,moma.org/calendar/exhibitions/1844,Q110891557
2456.0,928b,Popular Mechanics in Printmaking,23/05/1970,1970,31/08/1970,moma.org/calendar/exhibitions/1870,Q110891558
4416.0,928c,Preliminary Drawings,23/05/1970,1970,31/08/1970,moma.org/calendar/exhibitions/2692,Q110891559
4415.0,929,Protest Photographs,23/05/1970,1970,02/06/1970,moma.org/calendar/exhibitions/2691,Q110891560
4414.0,930,Recent Acquisitions V,05/06/1970,1970,13/09/1970,moma.org/calendar/exhibitions/2690,Q110891562
4413.0,931,Photo Eye of the 20s,04/06/1970,1970,08/09/1970,moma.org/calendar/exhibitions/2689,Q110891561
4412.0,932,Recent Acquisitons VI,05/06/1970,1970,13/09/1970,moma.org/calendar/exhibitions/2688,Q110891563
4411.0,933,Graphics 1: New Dimensions,25/06/1970,1970,15/11/1970,moma.org/calendar/exhibitions/2687,Q110891564
4410.0,934,Information,02/07/1970,1970,20/09/1970,moma.org/calendar/exhibitions/2686,
4409.0,935,Archipenko: The Parisian Years,20/07/1970,1970,18/10/1970,moma.org/calendar/exhibitions/2685,Q110891565
2935.0,936,"Barnett Newman, 1905–1970",21/07/1970,1970,08/09/1970,moma.org/calendar/exhibitions/2021,Q110891566
4408.0,937,One-Eyed Dicks,30/07/1970,1970,02/10/1970,moma.org/calendar/exhibitions/2684,Q110891567
4407.0,938,Osaka I,20/08/1970,1970,11/04/1971,moma.org/calendar/exhibitions/2683,Q110891568
4405.0,939,East 100th Street: Photographs by Bruce Davidson,22/09/1970,1970,29/11/1970,moma.org/calendar/exhibitions/2682,Q110891569
4404.0,940,"Work in Progress: Architecture by Philip Johnson, Kevin Roche, Paul Rudolph",02/10/1970,1970,03/01/1971,moma.org/calendar/exhibitions/2681,Q110891570
4403.0,941,Stories by Duane Michals,04/10/1970,1970,06/12/1970,moma.org/calendar/exhibitions/2680,Q110891571
862.0,942,Picasso: Master Printmaker,15/10/1970,1970,29/11/1970,moma.org/calendar/exhibitions/1837,Q110891572
4402.0,943,Robert Irwin,24/10/1970,1970,16/02/1971,moma.org/calendar/exhibitions/2679,Q110891573
2896.0,944a,From Naturalism to Abstraction: Three Series; Contemporary Sculpture and Constructions,02/11/1970,1970,01/02/1971,moma.org/calendar/exhibitions/2002,Q110891574
4401.0,944b,Salvation Army Reception Exhibition,05/11/1970,1970,,moma.org/calendar/exhibitions/3529,Q110891575
4400.0,944c,Painters for the Theatre,12/11/1970,1970,,moma.org/calendar/exhibitions/3528,Q110891577
4399.0,945,E.J. Bellocq: Storyville Portraits,19/11/1970,1970,10/01/1971,moma.org/calendar/exhibitions/2678,Q110891578
4398.0,946a,The Nude: Thirty 20th-Century Drawings,10/11/1970,1970,21/04/1971,moma.org/calendar/exhibitions/2677,Q110891576
4397.0,946b,Paperworks,24/11/1970,1970,10/01/1971,moma.org/calendar/exhibitions/3527,Q110891579
318.0,947,Recent Acquisitions: Design Collection,01/12/1970,1970,31/01/1971,moma.org/calendar/exhibitions/1809,Q110891580
4396.0,948,Paul Burlin (1886–1969): The Last Paintings,10/12/1970,1970,08/02/1971,moma.org/calendar/exhibitions/2676,Q110891581
4395.0,949,Berenice Abbott,10/12/1970,1970,28/02/1971,moma.org/calendar/exhibitions/2675,Q110891582
2828.0,950,Four Americans in Paris: The Collections of Gertrude Stein and her Family,19/12/1970,1970,01/03/1971,moma.org/calendar/exhibitions/1960,Q110891583
838.0,951,Jasper Johns: Lithographs,22/12/1970,1970,03/05/1971,moma.org/calendar/exhibitions/1834,Q110891584
4394.0,952,Walker Evans,27/01/1971,1971,12/04/1971,moma.org/calendar/exhibitions/2674,Q110891585
4393.0,953,Alexander Rodchenko,02/02/1971,1971,21/04/1971,moma.org/calendar/exhibitions/2673,Q110891586
2774.0,954,Surrealist Illusion from the Museum Collection,11/02/1971,1971,18/04/1971,moma.org/calendar/exhibitions/1936,Q110891587
2893.0,955,Recent American Acquisitions,11/02/1971,1971,11/03/1971,moma.org/calendar/exhibitions/1999,Q110891588
4392.0,956,Goodwin Galleries New Installation,17/02/1971,1971,,moma.org/calendar/exhibitions/2672,Q110891589
2704.0,957a,Recent Acquisitions: 20th-Century Pioneers,13/03/1971,1971,26/04/1971,moma.org/calendar/exhibitions/1906,Q110891591
4391.0,957b,Untitled I,09/03/1971,1971,15/05/1971,moma.org/calendar/exhibitions/3526,Q110891590
4390.0,958,Romare Bearden: The Prevalence of Ritual,25/03/1971,1971,09/07/1971,moma.org/calendar/exhibitions/2671,Q110891592
4389.0,959,The Sculpture of Richard Hunt,25/03/1971,1971,09/07/1971,moma.org/calendar/exhibitions/2670,Q110891593
4388.0,960,Will Insley: Ceremonial Space,31/03/1971,1971,03/05/1971,moma.org/calendar/exhibitions/2669,Q110891594
4387.0,961,Steichen Gallery Reinstallation,02/04/1971,1971,,moma.org/calendar/exhibitions/2668,Q110891595
2790.0,962,Younger Abstract Expressionists of the Fifties,26/04/1971,1971,06/09/1971,moma.org/calendar/exhibitions/1943,Q110891596
1689.0,963,Technics and Creativity: Selections from Gemini G.E.L.,05/05/1971,1971,06/07/1971,moma.org/calendar/exhibitions/1852,Q110891597
4386.0,964,Projects: Keith Sonnier,05/05/1971,1971,02/08/1971,moma.org/calendar/exhibitions/2667,Q110891598
4385.0,965,A Selection of Drawings and Watercolors from the Museum Collection,11/05/1971,1971,19/10/1971,moma.org/calendar/exhibitions/2666,Q110891599
4384.0,966a,Architecture for the Arts: The State University of New York College at Purchase,13/05/1971,1971,22/06/1971,moma.org/calendar/exhibitions/2665,Q110891600
4383.0,966b,Untitled II,20/05/1971,1971,05/07/1971,moma.org/calendar/exhibitions/3525,Q110891601
4382.0,967,Projects: Pier 18,18/06/1971,1971,02/08/1971,moma.org/calendar/exhibitions/3524,Q110891602
569.0,968a,The Artist as Adversary,01/07/1971,1971,27/09/1971,moma.org/calendar/exhibitions/1819,Q110891603
4381.0,968b,Summer Show,06/07/1971,1971,15/09/1971,moma.org/calendar/exhibitions/2664,Q110891604
4380.0,969,Manuel Alvarez Bravo,07/07/1971,1971,25/08/1971,moma.org/calendar/exhibitions/2663,Q110891605
4377.0,970a,The Work of Frei Otto,08/07/1971,1971,24/10/1971,moma.org/calendar/exhibitions/2662,Q110891606
4376.0,971,Clarence H. White,21/07/1971,1971,27/09/1971,moma.org/calendar/exhibitions/2661,Q110891607
4375.0,972,Matisse: Six Acquisitions,21/07/1971,1971,30/09/1971,moma.org/calendar/exhibitions/2660,Q110891608
309.0,973,Posters by Cassandre,22/07/1971,1971,20/12/1971,moma.org/calendar/exhibitions/1806,Q110891609
2670.0,974,Ways of Looking,28/07/1971,1971,01/11/1971,moma.org/calendar/exhibitions/1888,Q110891610
4374.0,975,Thomas Wilfred: Lumia,09/08/1971,1971,20/09/1971,moma.org/calendar/exhibitions/2659,Q110891611
4373.0,976,Photographs of Women,07/09/1971,1971,30/11/1971,moma.org/calendar/exhibitions/2658,Q110891613
4372.0,977,Projects: Mel Bochner,09/08/1971,1971,20/09/1971,moma.org/calendar/exhibitions/2657,Q110891612
4370.0,978,Recent Acquisitions IX,07/10/1971,1971,02/01/1972,moma.org/calendar/exhibitions/2655,Q110891615
4369.0,979,Jasper Johns: Map,06/10/1971,1971,13/02/1972,moma.org/calendar/exhibitions/2654,Q110891614
1873.0,980,Barnett Newman,21/10/1971,1971,10/01/1972,moma.org/calendar/exhibitions/1861,Q110891616
4365.0,982,American Prints from the International Program,03/11/1971,1971,08/11/1971,moma.org/calendar/exhibitions/2650,Q110891617
4364.0,983,Projects: Sam Gilliam,09/11/1971,1971,08/12/1971,moma.org/calendar/exhibitions/2649,Q110891618
4362.0,984,Education of an Architect: A Point of View,13/11/1971,1971,10/01/1972,moma.org/calendar/exhibitions/2648,Q110891619
4361.0,985a,Tony Smith/81 More,27/11/1971,1971,02/02/1972,moma.org/calendar/exhibitions/2647,Q110891622
4360.0,985b,The Christmas Show,23/11/1971,1971,09/01/1972,moma.org/calendar/exhibitions/3523,Q110891621
4359.0,986,Projects: Nancy Graves,15/12/1971,1971,07/02/1972,moma.org/calendar/exhibitions/2646,Q110891623
4358.0,987,Photographs by Robert Adams and Emmet Gowin,16/12/1971,1971,29/02/1972,moma.org/calendar/exhibitions/2645,Q110891624
4357.0,988,Le Centre Beaubourg: A Modern Art Museum for Paris,23/12/1971,1971,21/02/1972,moma.org/calendar/exhibitions/2644,Q110891626
2287.0,989,Seven by de Kooning,30/12/1971,1971,28/02/1972,moma.org/calendar/exhibitions/1727,Q110891627
2601.0,990,Naive Painting: A Selection from the Museum Collection,07/01/1972,1972,22/02/1972,moma.org/calendar/exhibitions/1704,Q110891628
4356.0,991a,Recent Acquisitions X,18/01/1972,1972,05/03/1972,moma.org/calendar/exhibitions/2643,Q110891629
4355.0,991b,Untitled III,25/01/1972,1972,29/02/1972,moma.org/calendar/exhibitions/3522,Q110891630
4354.0,992,Gatherings: Photographs by Lee Friedlander,01/02/1972,1972,05/03/1972,moma.org/calendar/exhibitions/2642,Q110891631
1756.0,993,Picasso in the Collection of The Museum of Modern Art,03/02/1972,1972,02/04/1972,moma.org/calendar/exhibitions/1855,Q110891632
2691.0,994,Matisse: Jazz,22/02/1972,1972,05/03/1972,moma.org/calendar/exhibitions/1901,Q110891633
2692.0,995,The Sculpture of Matisse,22/02/1972,1972,01/05/1972,moma.org/calendar/exhibitions/1902,Q110891634
4353.0,996,Graphics by Tadanori Yokoo,25/02/1972,1972,07/06/1972,moma.org/calendar/exhibitions/2641,Q110891635
736.0,997,California Prints,01/03/1972,1972,29/05/1972,moma.org/calendar/exhibitions/1828,Q110891636
4352.0,998,Drawn in America,01/03/1972,1972,29/05/1972,moma.org/calendar/exhibitions/2640,Q110891637
4351.0,999,Barbara Morgan: Photographs,07/03/1972,1972,30/05/1972,moma.org/calendar/exhibitions/2639,Q110891638
4350.0,1000,Tchelitchew: Early Works on Paper,10/03/1972,1972,30/04/1972,moma.org/calendar/exhibitions/2638,Q110891639
4348.0,1001a,Projects: Richard Long,14/03/1972,1972,17/04/1972,moma.org/calendar/exhibitions/2637,Q110891640
4347.0,1001b,Untitled IV,20/03/1972,1972,30/04/1972,moma.org/calendar/exhibitions/3521,Q110891641
2737.0,1002,Permanent Collection,29/03/1972,1972,,moma.org/calendar/exhibitions/1919,Q110891642
4346.0,1003,Projects: Emmanuel Pereire,24/04/1972,1972,30/05/1972,moma.org/calendar/exhibitions/2636,Q110891643
92.0,1004,Italy: The New Domestic Landscape,26/05/1972,1972,11/09/1972,moma.org/calendar/exhibitions/1783,Q110891644
4345.0,1005,Atget's Trees,07/06/1972,1972,17/09/1972,moma.org/calendar/exhibitions/2635,Q110891645
4344.0,1006,Projects: Richard Tuttle and David Novros,12/06/1972,1972,17/07/1972,moma.org/calendar/exhibitions/2634,Q110891646
818.0,1007a,"Symbolism, Synthesists, and the Fin-de-Siècle",20/06/1972,1972,10/10/1972,moma.org/calendar/exhibitions/1833,Q110891647
4343.0,1007b,Prints for Collectors,26/06/1972,1972,15/09/1972,moma.org/calendar/exhibitions/3520,Q110891648
4342.0,1008,European Drawings from the Collection,27/06/1972,1972,10/10/1972,moma.org/calendar/exhibitions/2633,Q110891649
1388.0,1009,Kurt Schwitters,31/07/1972,1972,10/09/1972,moma.org/calendar/exhibitions/1846,Q110891650
4341.0,1010,Sculpture from the Collection,22/09/1972,1972,29/10/1972,moma.org/calendar/exhibitions/2632,Q110891651
4340.0,1011,"Photographs by Henry Wessel, Jr.",23/09/1972,1972,13/03/1973,moma.org/calendar/exhibitions/2631,Q110891652
4339.0,1012a,New Acquisitions: Three Mirós,30/09/1972,1972,08/11/1972,moma.org/calendar/exhibitions/2630,Q110891653
4338.0,1012b,Landscape,08/10/1972,1972,15/11/1972,moma.org/calendar/exhibitions/3519,Q110891654
4143.0,1012c,African Textiles and Decorative Arts,11/10/1972,1972,31/01/1973,moma.org/calendar/exhibitions/2553,Q110891655
4142.0,1013,Philadelphia in New York: 90 Modern Works from the Philadelphia Museum of Art,18/10/1972,1972,07/01/1973,moma.org/calendar/exhibitions/2552,Q110891656
2019.0,1014,Etchings Etc.,25/10/1972,1972,05/02/1973,moma.org/calendar/exhibitions/1863,Q110891657
4141.0,1015,Diane Arbus,07/11/1972,1972,21/01/1973,moma.org/calendar/exhibitions/2551,Q110891658
2464.0,1016,Dubuffet: Persons and Places,09/11/1972,1972,23/01/1973,moma.org/calendar/exhibitions/1871,Q110891659
2977.0,1017,Gastone Novelli,09/11/1972,1972,08/01/1973,moma.org/calendar/exhibitions/2042,Q110891660
4140.0,1018a,Projects: Luis Fernando Benedit,14/11/1972,1972,02/01/1973,moma.org/calendar/exhibitions/2550,Q110891663
4139.0,1018b,International Council Fall Meeting Exhibition: Latin American and African Artists,13/11/1972,1972,14/11/1972,moma.org/calendar/exhibitions/3401,Q110891661
4138.0,1018c,Unique/Multiples: Sculpture/Photos,02/12/1972,1972,15/01/1973,moma.org/calendar/exhibitions/3400,Q110891664
2975.0,1019,"A Classic Car: Cisitalia GT, 1946",08/12/1972,1972,29/01/1973,moma.org/calendar/exhibitions/2041,Q110891665
4136.0,1020,Projects: Chuck Close/Liliana Porter,11/01/1973,1973,25/02/1973,moma.org/calendar/exhibitions/2548,Q110891666
4135.0,1021a,25 Recent Acquisitions,22/01/1973,1973,18/03/1973,moma.org/calendar/exhibitions/2547,Q110891667
10574.0,1021b,Group Show,22/01/1973,1973,09/02/1973,moma.org/calendar/exhibitions/3595,Q110891669
4134.0,1022,From the Picture Press,30/01/1973,1973,29/04/1973,moma.org/calendar/exhibitions/2546,Q110891670
4133.0,1023,Designing Programs/Programming Designs: An Exhibition of Karl Gerstner,05/02/1973,1973,10/03/1973,moma.org/calendar/exhibitions/2545,Q110891671
1051.0,1024a,The Prints of Edvard Munch,13/02/1973,1973,29/04/1973,moma.org/calendar/exhibitions/1725,Q110891672
4132.0,1024b,Seven,14/02/1973,1973,13/04/1973,moma.org/calendar/exhibitions/3399,Q110891673
4137.0,1025,Projects: David Tremlett,06/03/1973,1973,08/04/1973,moma.org/calendar/exhibitions/2549,Q110891676
2979.0,1026,Works on Paper,07/03/1973,1973,04/06/1973,moma.org/calendar/exhibitions/2078,Q110891677
4131.0,1027,Photographs by Mark Cohen,19/03/1973,1973,08/07/1973,moma.org/calendar/exhibitions/2544,Q110891678
1495.0,1028,Prints of the Sixties,22/03/1973,1973,09/05/1973,moma.org/calendar/exhibitions/1849,Q110891679
4130.0,1029,Projects: Carl André,10/04/1973,1973,13/05/1973,moma.org/calendar/exhibitions/2543,Q110891680
2978.0,1030,"Pablo Picasso, 1881–1973",11/04/1973,1973,16/05/1973,moma.org/calendar/exhibitions/2043,Q110891681
4129.0,1031,Projects: Robert Whitman,16/04/1973,1973,23/05/1973,moma.org/calendar/exhibitions/2542,Q110891682
90.0,1032a,Charles Eames Furniture from the Design Collection,16/04/1973,1973,01/08/1973,moma.org/calendar/exhibitions/1712,Q110891683
4128.0,1032b,Homers,20/04/1973,1973,25/05/1973,moma.org/calendar/exhibitions/3398,Q110892649
2974.0,1033,Agnes Martin: On a Clear Day,14/05/1973,1973,26/08/1973,moma.org/calendar/exhibitions/2040,Q110892650
4127.0,1034,"Drawings from the Kröller-Müller National Museum, Otterlo",24/05/1973,1973,19/08/1973,moma.org/calendar/exhibitions/2541,Q110892651
4126.0,1035,Projects: 100 Boots by Eleanor Antin,30/05/1973,1973,08/07/1973,moma.org/calendar/exhibitions/2540,Q110892652
4125.0,1036,"Jacques Lipchitz, 1891–1973",01/06/1973,1973,04/07/1973,moma.org/calendar/exhibitions/2539,Q110892653
4124.0,1037,Another Chance for Housing: Low-Rise Alternatives,12/06/1973,1973,19/08/1973,moma.org/calendar/exhibitions/2538,Q110892654
760.0,1038a,"Recent Acquisitions, 1968–1973",15/06/1973,1973,25/09/1973,moma.org/calendar/exhibitions/1754,Q110892655
4123.0,1038b,Images,18/06/1973,1973,21/11/1973,moma.org/calendar/exhibitions/3397,Q110892656
4122.0,1039,Photography: Recent Acquisitions,17/07/1973,1973,10/10/1973,moma.org/calendar/exhibitions/2537,Q110892658
2664.0,1040,Collage and the Photo-Image,11/07/1973,1973,11/09/1973,moma.org/calendar/exhibitions/1885,Q110892657
4121.0,1041,Tapestries by Helena Hernmarck,10/08/1973,1973,10/10/1973,moma.org/calendar/exhibitions/2536,Q110892659
4120.0,1042,Ellsworth Kelly,12/09/1973,1973,04/11/1973,moma.org/calendar/exhibitions/2535,Q110892660
4119.0,1043,Projects: Klaus Rinke,19/09/1973,1973,05/11/1973,moma.org/calendar/exhibitions/2534,Q110892661
1750.0,1044,Miró in the Collection of The Museum of Modern Art,09/10/1973,1973,27/01/1974,moma.org/calendar/exhibitions/1854,Q110892662
792.0,1045,"Published in Germany, 1923",12/10/1973,1973,02/02/1974,moma.org/calendar/exhibitions/1831,Q110892663
4118.0,1046,Unfamiliar Places: A Message from Bill Dane,22/10/1973,1973,20/01/1974,moma.org/calendar/exhibitions/2533,Q110892664
1463.0,1047,Giorgio Morandi,09/11/1973,1973,18/12/1973,moma.org/calendar/exhibitions/1848,Q110892665
475.0,1048,Painters for the Theatre: An Invitation to the Theatre Arts Collection,19/11/1973,1973,13/01/1974,moma.org/calendar/exhibitions/1721,Q110892666
2924.0,1049,Portraits,27/12/1973,1973,24/02/1974,moma.org/calendar/exhibitions/2009,Q110892667
2652.0,1050,Marcel Duchamp,28/12/1973,1973,24/02/1974,moma.org/calendar/exhibitions/1878,Q110892668
4117.0,1051,Projects: Barry Flanagan,18/01/1974,1974,03/03/1974,moma.org/calendar/exhibitions/2532,Q110892669
4116.0,1052,"Kertész, Rodchenko, and Moholy-Nagy: Photographs from the Collection",28/01/1974,1974,09/06/1974,moma.org/calendar/exhibitions/2531,Q110892670
4115.0,1053,Architectural Models from the Collection,01/02/1974,1974,29/09/1974,moma.org/calendar/exhibitions/2530,Q110892671
1781.0,1054a,Félix Vallotton: Woodcuts of the 1890s,15/02/1974,1974,28/04/1974,moma.org/calendar/exhibitions/1856,Q110892672
4114.0,1054b,Works on Paper,25/02/1974,1974,24/05/1974,moma.org/calendar/exhibitions/3396,Q110892673
4113.0,1055,Recent Acquisitions: Painting and Sculpture,01/03/1974,1974,24/03/1974,moma.org/calendar/exhibitions/2529,Q110892674
4112.0,1056,Projects: Giulio Paolini,13/03/1974,1974,14/04/1974,moma.org/calendar/exhibitions/2528,Q110892675
4111.0,1056a,"Adolph Gottlieb, 1903–1974",20/03/1974,1974,30/04/1974,moma.org/calendar/exhibitions/2527,Q110892676
4110.0,1056b,Louis I. Kahn: 1901–1974,22/03/1974,1974,07/04/1974,moma.org/calendar/exhibitions/2526,Q110892677
4109.0,1057,New Japanese Photography,27/03/1974,1974,19/05/1974,moma.org/calendar/exhibitions/2525,Q110892678
4108.0,1058,Recent Acquisition: Painting and Sculpture,28/03/1974,1974,28/04/1974,moma.org/calendar/exhibitions/2524,Q110892679
2920.0,1059,The Paintings of Gerald Murphy,09/04/1974,1974,19/05/1974,moma.org/calendar/exhibitions/2008,Q110892680
4107.0,1060,Projects: Rafael Ferrer,22/04/1974,1974,27/05/1974,moma.org/calendar/exhibitions/2523,Q110892681
4106.0,1061,Jacob Israel Avedon: Photographed by Richard Avedon,01/05/1974,1974,16/06/1974,moma.org/calendar/exhibitions/2522,Q110892682
1658.0,1062a,"Printed, Cut, Folded, and Torn",10/05/1974,1974,11/08/1974,moma.org/calendar/exhibitions/1850,Q110892683
4105.0,1062b,Painting and Sculpture,31/05/1974,1974,08/09/1974,moma.org/calendar/exhibitions/2521,Q110892684
4104.0,1063,Projects: Sonia Landy Sheridan and Keith Smith,04/06/1974,1974,14/07/1974,moma.org/calendar/exhibitions/2520,Q110892685
2680.0,1064,Seurat to Matisse: Drawing in France,13/06/1974,1974,08/09/1974,moma.org/calendar/exhibitions/1895,Q110892686
4103.0,1065,Photographs from the Harvard Social Ethics Collection,17/06/1974,1974,02/09/1974,moma.org/calendar/exhibitions/2519,Q110892687
4102.0,1066,Recent Drawings Acquisitions: National Endowment for the Arts,21/06/1974,1974,02/09/1974,moma.org/calendar/exhibitions/2518,Q110892688
4101.0,1067,Projects: Marlene Scott V,24/07/1974,1974,08/09/1974,moma.org/calendar/exhibitions/2517,Q110892689
4100.0,1068,Projects: Video I,26/08/1974,1974,31/10/1974,moma.org/calendar/exhibitions/2516,Q110892692
1680.0,1069,"Gods, Heroes, and Shepherds",23/08/1974,1974,10/11/1974,moma.org/calendar/exhibitions/1851,Q110892691
2967.0,1070,German Drawing: The Expressionists,30/08/1974,1974,10/11/1974,moma.org/calendar/exhibitions/2037,Q110892693
4099.0,1071,Arakawa: Recent Prints,06/09/1974,1974,03/11/1974,moma.org/calendar/exhibitions/2515,Q110892694
4098.0,1072,Public Landscapes,11/09/1974,1974,01/12/1974,moma.org/calendar/exhibitions/2514,Q110892697
4097.0,1073,Projects: Michael Hurson,16/09/1974,1974,20/10/1974,moma.org/calendar/exhibitions/2513,Q110892698
4096.0,1074a,Projects: Helen Levitt in Color,16/09/1974,1974,20/10/1974,moma.org/calendar/exhibitions/2512,Q110892699
4095.0,1074b,"Works from Change, Inc.",25/09/1974,1974,20/10/1974,moma.org/calendar/exhibitions/3395,Q110892701
4094.0,1075,Contemporary Soviet Art,26/09/1974,1974,29/10/1974,moma.org/calendar/exhibitions/2511,Q110892702
4093.0,1076,Eight Contemporary Artists,09/10/1974,1974,05/01/1975,moma.org/calendar/exhibitions/2510,Q110892703
4092.0,1077,Projects: Translations by Jess,25/10/1974,1974,08/12/1974,moma.org/calendar/exhibitions/2509,Q110892705
4091.0,1078,Projects: Video II,01/11/1974,1974,31/01/1975,moma.org/calendar/exhibitions/2508,Q110892706
4090.0,1079,Chasubles Designed by Henri Matisse,08/11/1974,1974,29/01/1975,moma.org/calendar/exhibitions/2507,Q110892707
4089.0,1080,Ludwig Mies van der Rohe: Five Projects,08/11/1974,1974,23/02/1975,moma.org/calendar/exhibitions/2506,Q110892708
135.0,1081a,Chairs by Charles Rennie Mackintosh,14/11/1974,1974,12/01/1975,moma.org/calendar/exhibitions/1787,Q110892709
814.0,1082a,American Prints: 1913–1963,03/12/1974,1974,03/03/1975,moma.org/calendar/exhibitions/1832,Q110892710
4088.0,1082b,Posters in the Penthouse,06/12/1974,1974,28/02/1975,moma.org/calendar/exhibitions/2505,Q110892711
4087.0,1083,Lee Friedlander,06/12/1974,1974,17/02/1975,moma.org/calendar/exhibitions/2504,Q110892712
4086.0,1084,Projects: John Walker,17/12/1974,1974,02/02/1975,moma.org/calendar/exhibitions/2503,Q110892713
4085.0,1085,Edward Weston,29/01/1975,1975,30/03/1975,moma.org/calendar/exhibitions/2502,Q110892715
4084.0,1086,Projects: Video III,01/02/1975,1975,30/04/1975,moma.org/calendar/exhibitions/2501,Q110892717
156.0,1087,"Furniture from the Design Collection: Thonet, Guimard, Wright, and Rietveld",07/02/1975,1975,29/04/1975,moma.org/calendar/exhibitions/1790,Q110892718
4083.0,1088,Projects: Loren Madsen,10/02/1975,1975,16/03/1975,moma.org/calendar/exhibitions/2500,Q110892720
4082.0,1089,Josef Koudelka,24/02/1975,1975,11/05/1975,moma.org/calendar/exhibitions/2499,Q110892721
4081.0,1090,Lucas Samaras 1974,03/03/1975,1975,13/04/1975,moma.org/calendar/exhibitions/2498,Q110892722
855.0,1091a,Points of View,07/03/1975,1975,08/06/1975,moma.org/calendar/exhibitions/1836,Q110892723
4080.0,1091b,Architectural Studies and Projects,13/03/1975,1975,11/05/1975,moma.org/calendar/exhibitions/2497,Q110892724
2966.0,1092,In the Twenties,21/03/1975,1975,15/06/1975,moma.org/calendar/exhibitions/2036,Q110892725
4079.0,1093,Projects: Ger van Elk,24/03/1975,1975,04/05/1975,moma.org/calendar/exhibitions/2496,Q110892726
4078.0,1094,"Walker Evans, 1903–1975",14/04/1975,1975,22/06/1975,moma.org/calendar/exhibitions/2495,Q110892727
2595.0,1095,Five Recent Acquisitions,18/04/1975,1975,22/06/1975,moma.org/calendar/exhibitions/1700,Q110892728
4077.0,1096,Anthony Caro,30/04/1975,1975,06/07/1975,moma.org/calendar/exhibitions/2494,Q110892729
4076.0,1097,Projects: Video IV,01/05/1975,1975,31/07/1975,moma.org/calendar/exhibitions/2493,Q110892730
4075.0,1098,From the D.W. Griffith Collection,15/05/1975,1975,03/09/1975,moma.org/calendar/exhibitions/2492,Q110892731
4074.0,1099a,Irving Penn: Recent Works,19/05/1975,1975,03/08/1975,moma.org/calendar/exhibitions/2491,Q110892732
4073.0,1099b,Prints by Sculptors,21/05/1975,1975,01/09/1975,moma.org/calendar/exhibitions/2490,Q110892733
4072.0,1100,"Barbara Hepworth, , 1903-1975",23/05/1975,1975,15/06/1975,moma.org/calendar/exhibitions/2489,Q110892735
4071.0,1101,Milton Glaser,02/06/1975,1975,21/10/1975,moma.org/calendar/exhibitions/2488,Q110892737
4070.0,1102,Tinguely: La Vittoria,26/06/1975,1975,01/09/1975,moma.org/calendar/exhibitions/2487,Q110892739
1272.0,1103,A Jacques Villon Centennial,08/07/1975,1975,21/09/1975,moma.org/calendar/exhibitions/1843,Q110892740
4069.0,1104,Projects: Video V,01/08/1975,1975,30/09/1975,moma.org/calendar/exhibitions/2486,Q110892741
2679.0,1105,Modern Masters: Manet to Matisse,05/08/1975,1975,28/09/1975,moma.org/calendar/exhibitions/1894,Q110892742
